title,company,experience,salary,location,skills,posted
Analyst - Pune,EY,0-3 Yrs,Not mentioned,Pune,"Accounting, Statutory Audit, Assurance, Statutory, Auditing, Analysis",1 week ago
Intern - Data Analyst,Transasia Bio Medicals,0-1 Yrs,Not mentioned,Mumbai(Chandivali),"Excel, Advanced Analytics, Data Analytics, Analytics, Data analysis, Data",6 days ago
"Business Analyst, Amazon Customer Service",Amazon,0-5 Yrs,Not mentioned,Hyderabad,"Computer science, Automation, Business analysis, Analytical, Hypothesis Testing, Data quality, Customer service, data visualization",Just now
AI - Data Analyst - Intern,Futureacad,0-5 Yrs,Not mentioned,Bengaluru,"Training, deep learning, Excel, Intern, Artificial Intelligence, Machine learning, Manager Technology, Data Analyst",3+ weeks ago
Hiring Clinical Data Analyst - M.Pharmacy - Freshers,Clininfotech,0-2 Yrs,Not mentioned,"Hyderabad, Pune, Bengaluru","Mpharm, Quality Assurance, Pharmaceutics, Clinical Research, Pharmacy, pharmacist, Pharmacology, Biochemistry",3 weeks ago
Analyst,Unitedlex,0-6 Yrs,Not mentioned,Gurugram,"financial analysis, database maintenance, data analysis, performance tuning, database migration, database mirroring, problem solving, sql server dba",3+ weeks ago
Entry Level Analyst,STUTZEN,0-1 Yrs,Not mentioned,Sivakasi,"Data analysis, Excel, Process improvement, Analytical, Data collection, Market research, Marketing operations, data visualization",5 days ago
Data Analyst (Punjabi Speaker - India),Peroptyx,0-5 Yrs,Not mentioned,Remote,"English, Punjabi, Data Research, Translation, Data Analysis, Linguistics, Attention To Detail, Mapping",2 days ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,Not mentioned,Pune,"Training, Sales, data science, Senior Analyst, Team development, Science, Team, Data",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-5 Yrs,Not mentioned,Pune,"Training, Sales, data science, Senior Analyst, Team development, Development, Data, Team",3+ weeks ago
Data Scientist,Scimitar Research,0-1 Yrs,Not mentioned,Pune,"Computer science, Data analysis, PDF, data science, data manipulation, Demand forecasting, Machine learning, Programming",3+ weeks ago
Data Scientist,LLP S3bglobal Technologies,0-3 Yrs,Not mentioned,Bengaluru,"Data analysis, Operations research, Analytical, MySQL, Spanish, Predictive modeling, Oracle, Econometrics",3+ weeks ago
Data Trust Security Analysis Intern,LaCie Seagate,0-1 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","c++, python, data analytics, cyber security, network security, data security, information security, cryptography",3 weeks ago
Payment Lifecycle Associate II,JPMorgan Chase Bank,0-4 Yrs,Not mentioned,Mumbai,"Data analysis, Change management, Automation, Payment processing, ISO, Process improvement, Strategic planning, Risk management",Just now
Senior Business Analyst,Assurex India,0-1 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Analytical skills, Training, Business Analyst, Project management, Agile, Equity, Application software, Recruitment",3+ weeks ago
Senior Data Scientist- Machine Learning,Trinity Life Sciences,0-5 Yrs,Not mentioned,Gurugram,"algorithms, python, data analysis, modeling, strong analytical skills, presentation skills, predictive, problem solving",4 days ago
myExpenses Senior Analyst - Solution,Castrol,0-5 Yrs,Not mentioned,Pune,"Procurement, Outbound, Health insurance, Supply chain management, ERP, SAP, Data management, Coding",6 days ago
Analyst,eClerx,0-2 Yrs,Not mentioned,Pune,"analysts, risk management, life cycle, mortgage advisors, analytical, workflow, report generation, interpersonal skills",2 weeks ago
Technology & Transformation EAD AI&D Business Analyst,Deloitte Consulting,0-5 Yrs,Not mentioned,Bengaluru,"Data analysis, Manager Quality Assurance, Data management, Business analysis, Project management, Process improvement, Consulting, Troubleshooting",3+ weeks ago
Teradata Developer / Analyst,Infosys,0-7 Yrs,Not mentioned,Hyderabad,"Unix, Performance tuning, Data analysis, Linux, Production support, Data management, Coding, Agile",3 weeks ago
Executive - MIS,IIFL Home Finance,0-3 Yrs,Not mentioned,Gurugram,"hlookup, conditional formatting, macros, sumif, data analysis, data management, mis reporting, back office",2 weeks ago
Enabling Areas DEC Executive Data Science,Deloitte Consulting,0-4 Yrs,Not mentioned,Bengaluru,"deep learning, Data analysis, Statistical modeling, data science, Artificial Intelligence, Machine learning, Data collection, Manager Technology",3+ weeks ago
SOFTWARE ENGINEER,Godigi Infotech,0-1 Yrs,Not mentioned,Pune,"Data analysis, Linux, MIS, MySQL, Shell scripting, HTML, Troubleshooting, Analytics",3+ weeks ago
"Data Analyst Fresher , Data Analytics",Apex Engineering Solutions,0-1 Yrs,Not mentioned,"Hyderabad, Bengaluru, Delhi / NCR","Data Analytics, Business Intelligence, Power Bi, Data Extraction, Data Cleansing, Advanced Excel, Tableau, Data Entry",1 week ago
Associate Data Analyst,Jalopeura Technology,0-1 Yrs,Not mentioned,Remote,"Data analysis, Associate Data Analyst, Machine learning, Data structures, Calculus, data visualization, Data communication, big data",1 week ago
Business Analyst,Screl Info,0-3 Yrs,Not mentioned,Malappuram,"data analysis, business requirements, strong analytical skills, business analysis, problem solving, market research, user stories, research",4 days ago
Analyst,eClerx,0-2 Yrs,Not mentioned,Pune,"settlements, time management, consulting, investment banking, capital market, equity, financial services, reconciliation",1 week ago
Product Manager (AI Agent Builders),Highradius,0-3 Yrs,Not mentioned,Hyderabad,"Data Science, Machine Learning, Data Analytics, Python, Science, Product management, Machine, Management",5 days ago
Fresher - Be / B.Tech only,Conduent,0 Yrs,Not mentioned,Noida(Sector 135),"fresher, Testing Tools, Java, Testng, Automation Testing, Selenium, Manual Testing, Business Analysis",5 days ago
"Consultant I, Professional Services",Zensar,0-3 Yrs,Not mentioned,Pune,"C++, Visual Basic, Business analysis, XML, Project management, Cobol, Consulting, Oracle",1 week ago
Associate Analyst,Rankitright Media(opc),0-1 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","financial analysis, analysts, data analysis, report generation, administration, research analysis, market research, analysis",3+ weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"Mumbai, Pune, Delhi / NCR","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",3 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"Mumbai, Pune, Delhi / NCR","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",3 weeks ago
Consultant | SAP GR Consol | | Finance Transformation Expert,Deloitte Consulting,0-8 Yrs,Not mentioned,Pune,"SAP BPC, Training, Finance Manager, Data analysis, Analytical, Group reporting, Consulting, Cloud",3+ weeks ago
Survey Developer,ZoomRx Healthcare Technology Solutions,0-1 Yrs,Not mentioned,Pune,"auto level, management skills, presentation skills, problem solving, market research, autocad, research, site supervision",1 week ago
Senior Consultant | SAP GR Consol | | Finance Transformation,Deloitte Consulting,0-8 Yrs,Not mentioned,Pune,"SAP BPC, Training, Data analysis, Analytical, Group reporting, Consulting, Cloud, SAP BW",3+ weeks ago
Data Analyst,MNC,0-2 Yrs,Not mentioned,"Pimpri-Chinchwad, Pune","Google Sheets, Power Bi, MS Office, SQL, Data Analytics, Large Databases, Google Data Studio, data vis",3 weeks ago
Data Analyst,MNC,0-2 Yrs,Not mentioned,"Pimpri-Chinchwad, Pune","Google Sheets, Power Bi, MS Office, SQL, Data Analytics, Large Databases, Google Data Studio, data vis",3 weeks ago
Data Analyst,MNC,0-2 Yrs,Not mentioned,"Pimpri-Chinchwad, Pune","Google Sheets, Power Bi, MS Office, SQL, Data Analytics, Large Databases, Google Data Studio, data vis",3 weeks ago
Data Analyst,MNC,0-2 Yrs,Not mentioned,"Pimpri-Chinchwad, Pune","Google Sheets, Power Bi, MS Office, SQL, Data Analytics, Large Databases, Google Data Studio, data vis",3+ weeks ago
Data Analyst,MNC,0-2 Yrs,Not mentioned,"Pimpri-Chinchwad, Pune","Google Sheets, Power Bi, MS Office, SQL, Data Analytics, Large Databases, Google Data Studio, data vis",2 weeks ago
Data Analyst,MNC,0-2 Yrs,Not mentioned,"Pimpri-Chinchwad, Pune","Google Sheets, Power Bi, MS Office, SQL, Data Analytics, Large Databases, Google Data Studio, data vis",2 weeks ago
Data Analyst,MNC,0-2 Yrs,Not mentioned,"Pimpri-Chinchwad, Pune","Google Sheets, Power Bi, MS Office, SQL, Data Analytics, Large Databases, Google Data Studio, data vis",3 weeks ago
Data Analyst - Intern,RK HR MANAGEMENT,0-1 Yrs,Not mentioned,Ahmedabad(Satellite),"Data Analyst Intern, Excel, Data Analytics, Business Intelligence Reporting, Data Analysis, Data Visualization, Analytics, SQL",4 days ago
Associate - Business Analyst-Back-End/ Data Entry,EXL,0-3 Yrs,Not mentioned,Pune,"Backend, Associate Business Analyst, Customer satisfaction, Process improvement, Subject Matter Expert, Insurance underwriting, Transaction processing, Operations",3+ weeks ago
Data Analyst - Kannada Speaker (India),Peroptyx,0-5 Yrs,Not mentioned,Remote,"English, Kannada, Data Analysis, Data Collection, Research, Data Analytics, Research And Development, Data Mapping",1 week ago
Data Analyst - Odia Speaker (India),Peroptyx,0-5 Yrs,Not mentioned,Remote,"English, Data Analysis, Odia, Research, Data Analytics, Research And Development, Data Mapping, Development",1 week ago
Data Analyst (Gujarati Speaker - India),Peroptyx,0-5 Yrs,Not mentioned,Remote,"English, Gujarati, Attention To Detail, Mapping, Research, Data Analytics, Detailing, Analytics",1 week ago
Analyst | PMO | | NAT:Clients,Deloitte Consulting,0-2 Yrs,Not mentioned,Pune,"Data analysis, Talent acquisition, Senior Analyst, Project management, Event planning, Pipeline management, Stakeholder management, MS Office",4 days ago
Business Analyst,Mazars,0-4 Yrs,Not mentioned,Pune,"Business process, Data analysis, Change management, Automation, Business analysis, Process improvement, Billing, Risk management",3+ weeks ago
Centralized Research Group - Technical Transaction Analyst,JPMorgan Chase Bank,0-4 Yrs,Not mentioned,Mumbai,"Data analysis, Analytical, Consulting, Data collection, Corporate finance, Corporate advisory, Analytics, Petroleum",1 week ago
PC Analyst - FI Credit,Barclays,0-10 Yrs,Not mentioned,"Pune, Chennai","Analyst, Financial statements, Analytical, Finance, Reconciliation, Product control, MS Office, Continuous improvement",4 days ago
Email Marketing Executive,BTB Venture,0-1 Yrs,Not mentioned,Remote,"Email Marketing, Market Research, Marketing, Email, Research",5 days ago
Service Desk Manager (SDM,Wipro,0-2 Yrs,Not mentioned,"Hyderabad, Pune, Bengaluru","management review, Effective communicator, Microsoft Excel, Service Desk Operations, PowerPoint, reasoning skills, Monthly Quality reports, effective coaching skills",1 week ago
Sr Business Systems Analyst - Commercial (Oracle CPQ),Beckman Coulter,0-2 Yrs,Not mentioned,Bengaluru,"ERP, Test scripts, System integration, Healthcare, Oracle, Information technology, CRM, Salesforce",2 weeks ago
MIS executive,Maruti Suzuki India Limited,0-4 Yrs,Not mentioned,Gurugram,"Excel, Data management, Mechanical, power bi, Data analytics, MS Office, Powerpoint, MIS Executive",3+ weeks ago
Supply Chain & QA Professional,Starbucks,0-3 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Procurement, Supply chain management, ERP, Data analysis, Manager Quality Assurance, QA Professional, Inventory control, Manager Quality Control",3+ weeks ago
Supply Chain & QA,Starbucks,0-3 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Procurement, Supply chain management, ERP, Data analysis, Manager Quality Assurance, Inventory control, Market research, Manager Quality Control",3+ weeks ago
Sr ColdFusion Analyst,Aliengena Captive,0-2 Yrs,Not mentioned,Pune,"Senior Analyst, Coldfusion, SR, Analysis, Senior",3+ weeks ago
Data Analytics Intern,Reliance Games,0-1 Yrs,Not mentioned,Pune,"MS SQL, Data analysis, data science, MySQL, Conceptualization, Predictive modeling, DBMS, Oracle",3+ weeks ago
FULL STACK DEVELOPER,Godigi Infotech,0-1 Yrs,Not mentioned,Pune,"Performance tuning, Automation, Data analysis, Linux, Data modeling, Shell scripting, HTML, Internship",3+ weeks ago
T&T- HC- HRT- Workday Core HCM- Analyst,Deloitte Consulting,0-4 Yrs,Not mentioned,Bengaluru,"Training, Change management, human capital, HCM, Compliance, Senior Analyst, Analytical, data privacy",2 weeks ago
Executive Assistant,Caliche,0-1 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Mining, Microbiology, Senior Executive, Geophysics, Molecular biology, Research Associate, Bioinformatics, Petroleum",3+ weeks ago
Analyst,eClerx,0-2 Yrs,Not mentioned,Pune,"Loans, Front office, Corporate actions, Fixed income, Reconciliation, Consulting, Back office, Investment banking",3+ weeks ago
Data Analyst,Tele Tnfotech,0 Yrs,Not mentioned,Pune,"Data Analytics, Power Bi, SQL, Analytics, Data, Bi, Data analysis",1 week ago
Data Analyst (Business Analysis),Mantras2Success Consultants,0-3 Yrs,Not mentioned,Ahmedabad,"Data analysis, Data validation, Data management, Business Analyst, Business analysis, MIS, VLOOKUP, Analytical",3+ weeks ago
Data Analyst Advanced Analytics,Perceptive Analytics,0-3 Yrs,Not mentioned,Hyderabad,"advanced analytics, Talent acquisition, Analytical, Artificial Intelligence, Machine learning, Data Analyst, Data analytics, Internship",3+ weeks ago
Business and Data Analyst,Connecting Dot Consultancy,0-2 Yrs,Not mentioned,Kolkata,"python, data analysis, data analytics, data management, configuration, data mining, business analysis, data integrity",3+ weeks ago
Data Analyst (Punjabi Speaker - India),Peroptyx,0-5 Yrs,Not mentioned,Remote,"English, Punjabi, Data Research, Translation, Data Analysis, Linguistics, Attention To Detail, Mapping",3+ weeks ago
Financial Data analyst Intern,Purnartha Investment Advisors,0-2 Yrs,Not mentioned,Pune,"Financial Modelling, Cfa Level 1, Data Analysis, Fundamental Analysis, Cash Flow Analysis, CA, Cash, Financial analysis",1 week ago
Data Analyst (Punjabi Speaker - India),Peroptyx,0-5 Yrs,Not mentioned,Remote,"English, Punjabi, Data Research, Translation, Data Analysis, Linguistics, Attention To Detail, Mapping",2 weeks ago
Data Analyst - Odia Speaker (India),Peroptyx,0-5 Yrs,Not mentioned,Remote,"English, Data Analysis, Odia, Research, Data Analytics, Research And Development, Data Mapping, Development",2 weeks ago
Data Analyst - Kannada Speaker (India),Peroptyx,0-5 Yrs,Not mentioned,Remote,"English, Kannada, Data Analysis, Data Collection, Research, Data Analytics, Research And Development, Data Mapping",2 weeks ago
Data Analyst (Gujarati Speaker - India),Peroptyx,0-5 Yrs,Not mentioned,Remote,"English, Gujarati, Attention To Detail, Mapping, Research, Data Analytics, Detailing, Analysis",2 weeks ago
Data Analyst (Punjabi Speaker - India),Peroptyx,0-5 Yrs,Not mentioned,Remote,"English, Punjabi, Data Analysis, Attention To Detail, Mapping, Research, Interpretation, Detailing",3 weeks ago
Data Analyst (Odia Speaker - India),Peroptyx,0-5 Yrs,Not mentioned,Remote,"English, Odia, Data Analysis, Research, Data, Analysis",3 weeks ago
Data Analysis Internship,The Entrepreneurship Network (TEN),0-1 Yrs,Not mentioned,New Delhi,"Computer science, Data analysis, tableau, data science, Analytical, Programming, data visualization, Internship",3+ weeks ago
Junior Data Engineer / Data Analyst - INFOOBJECTS,360DigiTMG,0-1 Yrs,Not mentioned,Jaipur,"Computer science, Training, Analytical skills, data science, Cloud Services, Data analytics, Data Analyst, big data",3+ weeks ago
Associate Data Analyst,Global Survey,0-3 Yrs,Not mentioned,Noida,"Associate Data Analyst, Data",3+ weeks ago
Data Analyst Intern,Neuraltechsoft,0-3 Yrs,Not mentioned,Mumbai,"C++, Data analysis, Quantitative research, Analytical, Programming, Data processing, market data, Strategy development",3+ weeks ago
